SalesOrderNumber;OrderDate;ProductKey;ResellerKey;EmployeeKey;SalesTerritoryKey;Quantity;Unit Price;Sales;Cost
SO50294;25/05/2019;411;312;282;4;2;$125.42;$250.84;$185.61
SO50294;25/05/2019;224;312;282;4;2;$5.19;$10.38;$10.46
SO50294;25/05/2019;213;312;282;4;2;$20.19;$40.38;$27.76
SO50294;25/05/2019;297;312;282;4;2;$736.15;$1,472.3;$1,307.39
SO50294;25/05/2019;419;312;282;4;2;$52.65;$105.3;$77.92
SO50294;25/05/2019;428;312;282;4;2;$209.26;$418.52;$371.64
SO50294;25/05/2019;236;312;282;4;2;$28.84;$57.68;$58.16
SO50294;25/05/2019;360;312;282;4;2;$1,229.46;$2,458.92;$2,211.62
SO50294;25/05/2019;366;312;282;4;2;$647.99;$1,295.98;$1,196.87
SO50294;25/05/2019;401;312;282;4;2;$65.6;$131.2;$97.09
SO50294;25/05/2019;421;312;282;4;2;$196.33;$392.66;$290.57
SO50294;25/05/2019;448;312;282;4;2;$11.99;$23.98;$16.49
SO50294;25/05/2019;308;312;282;4;2;$744.27;$1,488.54;$1,321.83
SO50294;25/05/2019;233;312;282;4;2;$28.84;$57.68;$58.16
SO50294;25/05/2019;399;312;282;4;2;$33.77;$67.54;$49.99
SO51845;27/08/2019;591;312;282;4;2;$338.99;$677.98;$616.44
SO51845;27/08/2019;525;312;282;4;2;$158.43;$316.86;$289.19
SO51845;27/08/2019;588;312;282;4;2;$461.69;$923.38;$839.56
SO51845;27/08/2019;363;312;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO51845;27/08/2019;309;312;282;4;2;$818.7;$1,637.4;$1,494.4
SO51845;27/08/2019;531;312;282;4;2;$149.87;$299.74;$273.57
SO51845;27/08/2019;513;312;282;4;2;$218.45;$436.9;$398.75
SO51845;27/08/2019;542;312;282;4;2;$24.29;$48.58;$35.96
SO57144;22/11/2019;598;312;282;4;2;$323.99;$647.98;$589.16
SO57144;22/11/2019;359;312;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO57144;22/11/2019;361;312;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO57144;22/11/2019;400;312;282;4;2;$37.15;$74.3;$54.99
SO57144;22/11/2019;542;312;282;4;2;$24.29;$48.58;$35.96
SO57144;22/11/2019;588;312;282;4;2;$461.69;$923.38;$839.56
SO57144;22/11/2019;594;312;282;4;2;$338.99;$677.98;$616.44
SO57144;22/11/2019;511;312;282;4;2;$218.45;$436.9;$398.75
SO57144;22/11/2019;477;312;282;4;2;$2.99;$5.98;$3.73
SO63283;27/02/2020;483;312;282;4;2;$72;$144;$89.76
SO63283;27/02/2020;363;312;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO63283;27/02/2020;598;312;282;4;2;$323.99;$647.98;$589.16
SO63283;27/02/2020;359;312;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO63283;27/02/2020;491;312;282;4;2;$32.39;$64.78;$83.14
SO63283;27/02/2020;471;312;282;4;2;$38.1;$76.2;$47.5
SO63283;27/02/2020;353;312;282;4;2;$1,391.99;$2,783.98;$2,531.24
SO69532;27/05/2020;402;312;282;4;2;$72.16;$144.32;$106.8
SO69532;27/05/2020;222;312;282;4;2;$20.99;$41.98;$26.17
SO69532;27/05/2020;231;312;282;4;2;$29.99;$59.98;$76.98
SO69532;27/05/2020;542;312;282;4;2;$24.29;$48.58;$35.96
SO69532;27/05/2020;532;312;282;4;2;$149.87;$299.74;$273.57
SO69532;27/05/2020;359;312;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO69532;27/05/2020;398;312;282;4;2;$26.72;$53.44;$39.55
SO69532;27/05/2020;592;312;282;4;2;$113;$226;$616.44
SO69532;27/05/2020;475;312;282;4;2;$41.99;$83.98;$52.35
SO69532;27/05/2020;513;312;282;4;2;$218.45;$436.9;$398.75
SO44113;23/09/2017;218;187;282;4;2;$5.7;$11.4;$6.79
SO44113;23/09/2017;347;187;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO44113;23/09/2017;223;187;282;4;2;$5.19;$10.38;$11.41
SO44113;23/09/2017;344;187;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO44113;23/09/2017;220;187;282;4;2;$20.19;$40.38;$24.06
SO44113;23/09/2017;304;187;282;4;2;$714.7;$1,429.4;$1,234.06
SO44113;23/09/2017;235;187;282;4;2;$28.84;$57.68;$63.45
SO44776;23/12/2017;349;187;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO44776;23/12/2017;215;187;282;4;2;$20.19;$40.38;$24.06
SO44776;23/12/2017;293;187;282;4;2;$722.59;$1,445.18;$1,247.68
SO44776;23/12/2017;220;187;282;4;2;$20.19;$40.38;$24.06
SO44776;23/12/2017;348;187;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO44776;23/12/2017;212;187;282;4;2;$20.19;$40.38;$24.06
SO44776;23/12/2017;232;187;282;4;2;$28.84;$57.68;$63.45
SO45554;17/03/2018;350;187;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO45554;17/03/2018;345;187;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO45554;17/03/2018;220;187;282;4;2;$20.19;$40.38;$24.06
SO45554;17/03/2018;223;187;282;4;2;$5.19;$10.38;$11.41
SO45554;17/03/2018;344;187;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO46362;18/06/2018;292;187;282;4;2;$818.7;$1,637.4;$1,413.62
SO46362;18/06/2018;346;187;282;4;2;$850;$1,700;$3,824.31
SO46362;18/06/2018;232;187;282;4;2;$28.84;$57.68;$63.45
SO47417;18/09/2018;421;187;282;4;2;$196.33;$392.66;$290.57
SO47417;18/09/2018;468;187;282;4;2;$22.79;$45.58;$31.34
SO47417;18/09/2018;428;187;282;4;2;$209.26;$418.52;$371.64
SO47417;18/09/2018;297;187;282;4;2;$736.15;$1,472.3;$1,307.39
SO47417;18/09/2018;294;187;282;4;2;$744.27;$1,488.54;$1,321.83
SO47417;18/09/2018;356;187;282;4;2;$1,242.85;$2,485.7;$2,235.71
SO47417;18/09/2018;391;187;282;4;2;$88.93;$177.86;$131.62
SO47417;18/09/2018;305;187;282;4;2;$736.15;$1,472.3;$1,307.39
SO47417;18/09/2018;394;187;282;4;2;$20.52;$41.04;$30.37
SO48356;21/12/2018;294;187;282;4;2;$744.27;$1,488.54;$1,321.83
SO48356;21/12/2018;362;187;282;4;2;$1,229.46;$2,458.92;$2,211.62
SO48356;21/12/2018;358;187;282;4;2;$1,229.46;$2,458.92;$2,211.62
SO49472;8/03/2019;354;187;282;4;2;$1,242.85;$2,485.7;$2,235.71
SO49472;8/03/2019;397;187;282;4;2;$24.29;$48.58;$35.96
SO49472;8/03/2019;393;187;282;4;2;$137.69;$275.38;$203.79
SO49472;8/03/2019;420;187;282;4;2;$141.62;$283.24;$209.59
SO49472;8/03/2019;356;187;282;4;2;$1,242.85;$2,485.7;$2,235.71
SO49472;8/03/2019;360;187;282;4;2;$1,229.46;$2,458.92;$2,211.62
SO50702;14/06/2019;366;187;282;4;2;$647.99;$1,295.98;$1,196.87
SO50702;14/06/2019;427;187;282;4;2;$209.26;$418.52;$371.64
SO50702;14/06/2019;305;187;282;4;2;$736.15;$1,472.3;$1,307.39
SO50702;14/06/2019;356;187;282;4;2;$1,242.85;$2,485.7;$2,235.71
SO50702;14/06/2019;469;187;282;4;2;$22.79;$45.58;$31.34
SO53531;15/09/2019;597;187;282;4;2;$323.99;$647.98;$589.16
SO53531;15/09/2019;475;187;282;4;2;$41.99;$83.98;$52.35
SO53531;15/09/2019;552;187;282;4;2;$54.89;$109.78;$81.24
SO53531;15/09/2019;295;187;282;4;2;$818.7;$1,637.4;$1,494.4
SO53531;15/09/2019;542;187;282;4;2;$24.29;$48.58;$35.96
SO53531;15/09/2019;516;187;282;4;2;$23.48;$46.96;$34.76
SO53531;15/09/2019;532;187;282;4;2;$149.87;$299.74;$273.57
SO53531;15/09/2019;514;187;282;4;2;$63.9;$127.8;$94.57
SO53531;15/09/2019;531;187;282;4;2;$149.87;$299.74;$273.57
SO53531;15/09/2019;524;187;282;4;2;$158.43;$316.86;$289.19
SO53531;15/09/2019;558;187;282;4;2;$242.99;$485.98;$359.63
SO53531;15/09/2019;363;187;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO53531;15/09/2019;592;187;282;4;2;$338.99;$677.98;$616.44
SO53531;15/09/2019;298;187;282;4;2;$809.76;$1,619.52;$1,478.08
SO58975;13/12/2019;355;187;282;4;2;$1,391.99;$2,783.98;$2,531.24
SO58975;13/12/2019;306;187;282;4;2;$809.76;$1,619.52;$1,478.08
SO58975;13/12/2019;501;187;282;4;2;$72.88;$145.76;$107.86
SO58975;13/12/2019;601;187;282;4;2;$32.39;$64.78;$47.94
SO58975;13/12/2019;400;187;282;4;2;$37.15;$74.3;$54.99
SO58975;13/12/2019;359;187;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO58975;13/12/2019;517;187;282;4;2;$31.58;$63.16;$46.74
SO65209;10/03/2020;551;187;282;4;2;$158.43;$316.86;$289.19
SO65209;10/03/2020;544;187;282;4;2;$48.59;$97.18;$71.92
SO65209;10/03/2020;531;187;282;4;2;$149.87;$299.74;$273.57
SO65209;10/03/2020;555;187;282;4;2;$63.9;$127.8;$94.57
SO65209;10/03/2020;474;187;282;4;2;$41.99;$83.98;$52.35
SO65209;10/03/2020;532;187;282;4;2;$149.87;$299.74;$273.57
SO65209;10/03/2020;398;187;282;4;2;$26.72;$53.44;$39.55
SO46625;9/07/2018;468;475;282;4;2;$22.79;$45.58;$31.34
SO46625;9/07/2018;410;475;282;4;2;$36.45;$72.9;$53.94
SO46625;9/07/2018;409;475;282;4;2;$209.26;$418.52;$371.64
SO46625;9/07/2018;352;475;282;4;2;$1,242.85;$2,485.7;$2,235.71
SO46625;9/07/2018;396;475;282;4;2;$74.84;$149.68;$110.76
SO46625;9/07/2018;393;475;282;4;2;$137.69;$275.38;$203.79
SO46625;9/07/2018;427;475;282;4;2;$209.26;$418.52;$371.64
SO47677;5/10/2018;354;475;282;4;2;$1,242.85;$2,485.7;$2,235.71
SO47677;5/10/2018;459;475;282;4;2;$53.99;$107.98;$74.24
SO47677;5/10/2018;421;475;282;4;2;$196.33;$392.66;$290.57
SO47677;5/10/2018;393;475;282;4;2;$137.69;$275.38;$203.79
SO47677;5/10/2018;294;475;282;4;2;$744.27;$1,488.54;$1,321.83
SO47677;5/10/2018;358;475;282;4;2;$1,229.46;$2,458.92;$2,211.62
SO47677;5/10/2018;297;475;282;4;2;$736.15;$1,472.3;$1,307.39
SO47677;5/10/2018;464;475;282;4;2;$14.13;$28.26;$19.43
SO47677;5/10/2018;396;475;282;4;2;$74.84;$149.68;$110.76
SO47677;5/10/2018;305;475;282;4;2;$736.15;$1,472.3;$1,307.39
SO47677;5/10/2018;289;475;282;4;2;$744.27;$1,488.54;$1,321.83
SO47677;5/10/2018;458;475;282;4;2;$44.99;$89.98;$61.87
SO48758;15/01/2019;445;475;282;4;2;$35.99;$71.98;$49.49
SO48758;15/01/2019;427;475;282;4;2;$209.26;$418.52;$371.64
SO48758;15/01/2019;358;475;282;4;2;$1,229.46;$2,458.92;$2,211.62
SO48758;15/01/2019;366;475;282;4;2;$647.99;$1,295.98;$1,196.87
SO48758;15/01/2019;397;475;282;4;2;$24.29;$48.58;$35.96
SO48758;15/01/2019;352;475;282;4;2;$1,242.85;$2,485.7;$2,235.71
SO49831;4/04/2019;445;475;282;4;2;$35.99;$71.98;$49.49
SO49831;4/04/2019;466;475;282;4;2;$14.13;$28.26;$19.43
SO49831;4/04/2019;457;475;282;4;2;$44.99;$89.98;$61.87
SO49831;4/04/2019;360;475;282;4;2;$1,229.46;$2,458.92;$2,211.62
SO49831;4/04/2019;447;475;282;4;2;$15;$30;$20.63
SO49831;4/04/2019;393;475;282;4;2;$137.69;$275.38;$203.79
SO49831;4/04/2019;397;475;282;4;2;$24.29;$48.58;$35.96
SO49831;4/04/2019;453;475;282;4;2;$35.99;$71.98;$49.49
SO49831;4/04/2019;297;475;282;4;2;$736.15;$1,472.3;$1,307.39
SO49831;4/04/2019;367;475;282;4;2;$647.99;$1,295.98;$1,196.87
SO49831;4/04/2019;364;475;282;4;2;$647.99;$1,295.98;$1,196.87
SO51090;3/07/2019;516;475;282;4;2;$23.48;$46.96;$34.76
SO51090;3/07/2019;559;475;282;4;2;$12.14;$24.28;$17.97
SO51090;3/07/2019;594;475;282;4;2;$338.99;$677.98;$616.44
SO51090;3/07/2019;511;475;282;4;2;$218.45;$436.9;$398.75
SO51090;3/07/2019;357;475;282;4;2;$1,391.99;$2,783.98;$2,531.24
SO51090;3/07/2019;524;475;282;4;2;$158.43;$316.86;$289.19
SO51090;3/07/2019;475;475;282;4;2;$41.99;$83.98;$52.35
SO51090;3/07/2019;290;475;282;4;2;$818.7;$1,637.4;$1,494.4
SO51090;3/07/2019;467;475;282;4;2;$14.69;$29.38;$18.32
SO51090;3/07/2019;532;475;282;4;2;$149.87;$299.74;$273.57
SO51090;3/07/2019;542;475;282;4;2;$24.29;$48.58;$35.96
SO55249;6/10/2019;514;475;282;4;2;$63.9;$127.8;$94.57
SO55249;6/10/2019;357;475;282;4;2;$1,391.99;$2,783.98;$2,531.24
SO55249;6/10/2019;355;475;282;4;2;$1,391.99;$2,783.98;$2,531.24
SO55249;6/10/2019;398;475;282;4;2;$26.72;$53.44;$39.55
SO55249;6/10/2019;543;475;282;4;2;$37.25;$74.5;$55.14
SO55249;6/10/2019;463;475;282;4;2;$14.69;$29.38;$18.32
SO55249;6/10/2019;542;475;282;4;2;$24.29;$48.58;$35.96
SO55249;6/10/2019;594;475;282;4;2;$338.99;$677.98;$616.44
SO55249;6/10/2019;512;475;282;4;2;$218.45;$436.9;$398.75
SO61218;16/01/2020;512;475;282;4;2;$218.45;$436.9;$398.75
SO61218;16/01/2020;475;475;282;4;2;$41.99;$83.98;$52.35
SO61218;16/01/2020;555;475;282;4;2;$63.9;$127.8;$94.57
SO61218;16/01/2020;361;475;282;4;2;$1,376.99;$2,753.98;$2,503.96
SO61218;16/01/2020;524;475;282;4;2;$158.43;$316.86;$289.19
SO61218;16/01/2020;398;475;282;4;2;$26.72;$53.44;$39.55
SO61218;16/01/2020;474;475;282;4;2;$41.99;$83.98;$52.35
SO67273;7/04/2020;295;475;282;4;2;$818.7;$1,637.4;$1,494.4
SO67273;7/04/2020;551;475;282;4;2;$158.43;$316.86;$289.19
SO67273;7/04/2020;491;475;282;4;2;$32.39;$64.78;$83.14
SO67273;7/04/2020;515;475;282;4;2;$16.27;$32.54;$24.08
SO67273;7/04/2020;558;475;282;4;2;$242.99;$485.98;$359.63
SO67273;7/04/2020;217;475;282;4;2;$20.99;$41.98;$26.17
SO67273;7/04/2020;400;475;282;4;2;$37.15;$74.3;$54.99
SO67273;7/04/2020;517;475;282;4;2;$31.58;$63.16;$46.74
SO43873;19/08/2017;330;78;282;4;2;$419.46;$838.92;$826.29
SO43873;19/08/2017;310;78;282;4;2;$2,146.96;$4,293.92;$4,342.59
SO43873;19/08/2017;338;78;282;4;2;$419.46;$838.92;$826.29
SO43873;19/08/2017;220;78;282;4;2;$20.19;$40.38;$24.06
SO43873;19/08/2017;262;78;282;4;2;$183.94;$367.88;$362.97
SO43873;19/08/2017;314;78;282;4;2;$2,146.96;$4,293.92;$4,342.59
SO44520;13/11/2017;316;78;282;4;2;$874.79;$1,749.58;$1,769.42
SO44520;13/11/2017;238;78;282;4;2;$758.08;$1,516.16;$1,495.94
SO44520;13/11/2017;336;78;282;4;2;$419.46;$838.92;$826.29
SO44520;13/11/2017;275;78;282;4;2;$356.9;$713.8;$704.28
SO44520;13/11/2017;340;78;282;4;2;$419.46;$838.92;$826.29
SO44520;13/11/2017;235;78;282;4;2;$28.84;$57.68;$63.45
SO44520;13/11/2017;253;78;282;4;2;$178.58;$357.16;$352.4
SO44520;13/11/2017;334;78;282;4;2;$419.46;$838.92;$826.29
SO44520;13/11/2017;330;78;282;4;2;$419.46;$838.92;$826.29
SO45301;15/02/2018;322;78;282;4;2;$419.46;$838.92;$826.29
SO45301;15/02/2018;315;78;282;4;2;$874.79;$1,749.58;$1,769.42
SO45301;15/02/2018;314;78;282;4;2;$2,146.96;$4,293.92;$4,342.59
SO45301;15/02/2018;326;78;282;4;2;$419.46;$838.92;$826.29
SO45301;15/02/2018;317;78;282;4;2;$874.79;$1,749.58;$1,769.42
SO45301;15/02/2018;285;78;282;4;2;$178.58;$357.16;$352.4
SO45301;15/02/2018;330;78;282;4;2;$419.46;$838.92;$826.29
SO45301;15/02/2018;223;78;282;4;2;$5.19;$10.38;$11.41
SO45301;15/02/2018;319;78;282;4;2;$874.79;$1,749.58;$1,769.42
SO46057;15/05/2018;279;78;282;4;2;$178.58;$357.16;$352.4
SO46057;15/05/2018;235;78;282;4;2;$28.84;$57.68;$63.45
SO46057;15/05/2018;253;78;282;4;2;$178.58;$357.16;$352.4
SO46057;15/05/2018;334;78;282;4;2;$419.46;$838.92;$826.29
SO46057;15/05/2018;314;78;282;4;2;$2,146.96;$4,293.92;$4,342.59
SO46057;15/05/2018;232;78;282;4;2;$28.84;$57.68;$63.45
SO46988;14/08/2018;423;78;282;4;2;$165.23;$330.46;$244.54
SO46988;14/08/2018;445;78;282;4;2;$35.99;$71.98;$49.49
SO46988;14/08/2018;280;78;282;4;2;$183.94;$367.88;$340.29
SO46988;14/08/2018;286;78;282;4;2;$183.94;$367.88;$340.29
SO46988;14/08/2018;236;78;282;4;2;$28.84;$57.68;$58.16
SO46988;14/08/2018;265;78;282;4;2;$202.33;$404.66;$374.31
SO46988;14/08/2018;254;78;282;4;2;$183.94;$367.88;$340.29
SO46988;14/08/2018;383;78;282;4;2;$600.26;$1,200.52;$1,211.3
SO46988;14/08/2018;389;78;282;4;2;$600.26;$1,200.52;$1,211.3
SO46988;14/08/2018;415;78;282;4;2;$198.04;$396.08;$293.09
SO46988;14/08/2018;433;78;282;4;2;$324.45;$648.9;$600.24
SO46988;14/08/2018;245;78;282;4;2;$780.82;$1,561.64;$1,444.51
SO46988;14/08/2018;403;78;282;4;2;$24.29;$48.58;$35.96
SO48012;13/11/2018;373;78;282;4;2;$1,308.94;$2,617.88;$2,641.37
SO48012;13/11/2018;429;78;282;4;2;$324.45;$648.9;$600.24
SO48012;13/11/2018;375;78;282;4;2;$1,308.94;$2,617.88;$2,641.37
SO48012;13/11/2018;254;78;282;4;2;$183.94;$367.88;$340.29
SO48012;13/11/2018;439;78;282;4;2;$780.82;$1,561.64;$1,444.51
SO48012;13/11/2018;414;78;282;4;2;$149.03;$298.06;$220.57
SO48012;13/11/2018;242;78;282;4;2;$780.82;$1,561.64;$1,444.51
SO48012;13/11/2018;273;78;282;4;2;$202.33;$404.66;$374.31
SO49058;4/02/2019;381;78;282;4;2;$600.26;$1,200.52;$1,211.3
SO49058;4/02/2019;271;78;282;4;2;$202.33;$404.66;$374.31
SO49058;4/02/2019;375;78;282;4;2;$1,308.94;$2,617.88;$2,641.37
SO49058;4/02/2019;454;78;282;4;2;$35.99;$71.98;$49.49
SO50226;10/05/2019;286;78;282;4;2;$183.94;$367.88;$340.29
SO50226;10/05/2019;265;78;282;4;2;$202.33;$404.66;$374.31
SO50226;10/05/2019;462;78;282;4;2;$14.13;$28.26;$19.43
SO50226;10/05/2019;368;78;282;4;2;$1,466.01;$2,932.02;$3,037.57
SO50226;10/05/2019;224;78;282;4;2;$5.19;$10.38;$10.46
SO50226;10/05/2019;422;78;282;4;2;$67.54;$135.08;$99.96
SO50226;10/05/2019;385;78;282;4;2;$600.26;$1,200.52;$1,211.3
SO50226;10/05/2019;461;78;282;4;2;$53.99;$107.98;$74.24
SO50226;10/05/2019;381;78;282;4;2;$600.26;$1,200.52;$1,211.3
SO50226;10/05/2019;466;78;282;4;2;$14.13;$28.26;$19.43
SO50226;10/05/2019;230;78;282;4;2;$28.84;$57.68;$58.16
SO43666;5/07/2017;338;511;282;4;2;$419.46;$838.92;$826.3
SO43859;8/08/2017;322;259;282;4;2;$419.46;$838.92;$826.29
SO43864;12/08/2017;292;384;282;4;2;$818.7;$1,637.4;$1,413.62
SO43864;12/08/2017;351;384;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO43864;12/08/2017;344;384;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO43872;16/08/2017;317;240;282;4;2;$874.79;$1,749.58;$1,769.42
SO43872;16/08/2017;220;240;282;4;2;$20.19;$40.38;$24.06
SO43872;16/08/2017;262;240;282;4;2;$183.94;$367.88;$362.97
SO43872;16/08/2017;315;240;282;4;2;$874.79;$1,749.58;$1,769.42
SO43901;26/08/2017;344;385;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO43901;26/08/2017;212;385;282;4;2;$20.19;$40.38;$24.06
SO43901;26/08/2017;348;385;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO43912;29/08/2017;229;403;282;4;2;$28.84;$57.68;$63.45
SO43912;29/08/2017;262;403;282;4;2;$183.94;$367.88;$362.97
SO43912;29/08/2017;332;403;282;4;2;$419.46;$838.92;$826.29
SO43912;29/08/2017;212;403;282;4;2;$20.19;$40.38;$24.06
SO43912;29/08/2017;342;403;282;4;2;$419.46;$838.92;$826.29
SO44080;6/09/2017;218;439;282;4;2;$5.7;$11.4;$6.79
SO44087;9/09/2017;310;96;282;4;2;$2,146.96;$4,293.92;$4,342.59
SO44087;9/09/2017;276;96;282;4;2;$356.9;$713.8;$704.28
SO44089;10/09/2017;342;114;282;4;2;$419.46;$838.92;$826.29
SO44089;10/09/2017;326;114;282;4;2;$419.46;$838.92;$826.29
SO44115;23/09/2017;350;366;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO44115;23/09/2017;344;366;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO44115;23/09/2017;235;366;282;4;2;$28.84;$57.68;$63.45
SO44115;23/09/2017;223;366;282;4;2;$5.19;$10.38;$11.41
SO44115;23/09/2017;346;366;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO44115;23/09/2017;292;366;282;4;2;$818.7;$1,637.4;$1,413.62
SO44115;23/09/2017;220;366;282;4;2;$20.19;$40.38;$24.06
SO44115;23/09/2017;300;366;282;4;2;$809.76;$1,619.52;$1,398.19
SO44115;23/09/2017;229;366;282;4;2;$28.84;$57.68;$63.45
SO44286;7/10/2017;334;511;282;4;2;$419.46;$838.92;$826.29
SO44286;7/10/2017;338;511;282;4;2;$419.46;$838.92;$826.29
SO44481;1/11/2017;350;492;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO44481;1/11/2017;351;492;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO44481;1/11/2017;223;492;282;4;2;$5.19;$10.38;$11.41
SO44500;6/11/2017;326;259;282;4;2;$419.46;$838.92;$826.29
SO44500;6/11/2017;223;259;282;4;2;$5.19;$10.38;$11.41
SO44505;7/11/2017;347;384;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO44505;7/11/2017;351;384;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO44521;13/11/2017;232;240;282;4;2;$28.84;$57.68;$63.45
SO44521;13/11/2017;311;240;282;4;2;$2,146.96;$4,293.92;$4,342.59
SO44521;13/11/2017;336;240;282;4;2;$419.46;$838.92;$826.29
SO44521;13/11/2017;328;240;282;4;2;$419.46;$838.92;$826.29
SO44521;13/11/2017;215;240;282;4;2;$20.19;$40.38;$24.06
SO44521;13/11/2017;272;240;282;4;2;$183.94;$367.88;$362.97
SO44521;13/11/2017;229;240;282;4;2;$28.84;$57.68;$63.45
SO44521;13/11/2017;340;240;282;4;2;$419.46;$838.92;$826.29
SO44521;13/11/2017;342;240;282;4;2;$419.46;$838.92;$826.29
SO44521;13/11/2017;330;240;282;4;2;$419.46;$838.92;$826.29
SO44546;19/11/2017;319;313;282;4;2;$874.79;$1,749.58;$1,769.42
SO44551;23/11/2017;351;385;282;4;2;$2,024.99;$4,049.98;$3,796.19
SO44551;23/11/2017;345;385;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO44551;23/11/2017;344;385;282;4;2;$2,039.99;$4,079.98;$3,824.31
SO44551;23/11/2017;347;385;282;4;2;$2,039.99;$4,079.98;$3,824.31
